Serial_No,Constituency_ No.,Constituency_Name,Total_Electors,Candidate_Name,Gender,Age,Category,Party,Symbol,General_Votes,Postal_Votes,Total_Votes,Percent_Valid_Votes,Percent_Total_Electors
21,13, KOLATHUR ,211833,Vigirdhan,MALE,53,SC,IND,Flute,53,0,53,0.03,0.03
22,13, KOLATHUR ,211833,V. Naresh Babu,MALE,34,SC,IND,Bat,52,0,52,0.03,0.02
23,13, KOLATHUR ,211833,K. Panneer Selvam,MALE,40,SC,IND,Ring,50,0,50,0.03,0.02
24,13, KOLATHUR ,211833,E. Raamadasan,MALE,73,SC,MANAK,Gas cylinder,49,0,49,0.03,0.02
25,13, KOLATHUR ,211833,Kaja Maideen,MALE,34,GENERAL,IND,Hand cart,43,0,43,0.02,0.02
26,13, KOLATHUR ,211833,S. Sharan,MALE,27,GENERAL,IND,Computer,34,1,35,0.02,0.02
28,13, KOLATHUR ,211833,M. Suresh,MALE,39,GENERAL,IND,Mike,33,0,33,0.02,0.02
29,13, KOLATHUR ,211833,V. A. Sudhakar,MALE,46,SC,IND,Ship,31,0,31,0.02,0.01
30,13, KOLATHUR ,211833,Raja. G.,MALE,71,SC,IND,Gas Stove,28,0,28,0.02,0.01
31,13, KOLATHUR ,211833,Sivagnanasam,MALE,71,GENERAL,DMSK,Balloon,25,1,26,0.01,0.01
34,13, KOLATHUR ,211833,Farmer Jayaraman. S K J.,MALE,50,GENERAL,IND,Chappals,22,0,22,0.01,0.01
36,13, KOLATHUR ,211833,S. Balachandar,MALE,49,SC,IND,Electric pole,13,0,13,0.01,0.01
1,14, VILLIVAKKAM ,163416,Aadhav Arjuna,MALE,43,GENERAL,TVK,Whistle,66149,296,66445,46.97,40.66
2,14, VILLIVAKKAM ,163416,Karthik Mohan,MALE,45,GENERAL,DMK,Rising sun,48730,413,49143,34.74,30.07
3,14, VILLIVAKKAM ,163416,Vijayakumar S.r,MALE,52,GENERAL,ADMK,Two leaves,19163,175,19338,13.67,11.83
6,14, VILLIVAKKAM ,163416,Dhayanidhi D,MALE,30,GENERAL,IND,Electric pole,184,0,184,0.13,0.11
7,14, VILLIVAKKAM ,163416,Ajithkumar A,MALE,32,GENERAL,TK,Matchbox,146,1,147,0.1,0.09
8,14, VILLIVAKKAM ,163416,Abdul Shabeek A,MALE,42,GENERAL,tavk,Camera,147,0,147,0.1,0.09
10,14, VILLIVAKKAM ,163416,Ashok Kumar C.a,MALE,55,SC,IND,Gas cylinder,99,0,99,0.07,0.06
12,14, VILLIVAKKAM ,163416,Subramani K,MALE,65,SC,IND,Table,77,0,77,0.05,0.05
13,14, VILLIVAKKAM ,163416,Karthick P,MALE,36,GENERAL,IND,Binoculars,69,2,71,0.05,0.04
15,14, VILLIVAKKAM ,163416,Kannan M,MALE,41,GENERAL,IND,Batsman,55,3,58,0.04,0.04
17,14, VILLIVAKKAM ,163416,Balamurali G,MALE,35,GENERAL,IND,Bat,50,0,50,0.04,0.03
18,14, VILLIVAKKAM ,163416,Karthick S,MALE,36,GENERAL,IND,Gift pack,42,6,48,0.03,0.03
19,14, VILLIVAKKAM ,163416,Jaya Zeba C,MALE,41,GENERAL,IND,Diamond,48,0,48,0.03,0.03
22,14, VILLIVAKKAM ,163416,Anbazhagan G,MALE,61,GENERAL,IND,Tooth brush,33,0,33,0.02,0.02
23,14, VILLIVAKKAM ,163416,Yuvaraj S,MALE,37,GENERAL,IND,Bricks,32,0,32,0.02,0.02
24,14, VILLIVAKKAM ,163416,Vijayakumar D,MALE,42,GENERAL,IND,Brush,30,0,30,0.02,0.02
25,14, VILLIVAKKAM ,163416,Charavanan M.p,MALE,65,GENERAL,IND,Letter box,27,2,29,0.02,0.02
26,14, VILLIVAKKAM ,163416,Murali Vinodh M,MALE,42,SC,IND,Almirah,27,1,28,0.02,0.02
27,14, VILLIVAKKAM ,163416,Manimaran P,MALE,60,GENERAL,IND,Balloon,25,0,25,0.02,0.02
28,14, VILLIVAKKAM ,163416,Purushothaman P,MALE,45,GENERAL,IND,Bucket,10,0,10,0.01,0.01
29,14, VILLIVAKKAM ,163416,Raji M,MALE,63,SC,IND,Box,9,0,9,0.01,0.01
1,15, THIRU-VI-KA-NAGAR (SC) ,181658,M. R. Pallavi,FEMALE,36,SC,TVK,Whistle,68768,357,69125,48.04,38.05
2,15, THIRU-VI-KA-NAGAR (SC) ,181658,K. S. Ravichandran,MALE,55,SC,DMK,Rising sun,46380,412,46792,32.52,25.76
3,15, THIRU-VI-KA-NAGAR (SC) ,181658,Porkodi Armstrong,FEMALE,51,SC,ADMK,Two leaves,23080,224,23304,16.19,12.83
4,15, THIRU-VI-KA-NAGAR (SC) ,181658,Jagadesh Chander .m,MALE,39,SC,NTK,Carrying,2637,21,2658,1.85,1.46
6,15, THIRU-VI-KA-NAGAR (SC) ,181658,S Jayakalpana,FEMALE,53,SC,RPPRINAT,Ganna kisan,342,8,350,0.24,0.19
7,15, THIRU-VI-KA-NAGAR (SC) ,181658,A. Selva Kumar,MALE,49,SC,TK,Matchbox,170,0,170,0.12,0.09
8,15, THIRU-VI-KA-NAGAR (SC) ,181658,Prakash Arunachalam,MALE,40,SC,IND,Kettle,133,1,134,0.09,0.07
9,15, THIRU-VI-KA-NAGAR (SC) ,181658,Prasanth. D,MALE,33,SC,IND,Ship,134,0,134,0.09,0.07
10,15, THIRU-VI-KA-NAGAR (SC) ,181658,M. Lokesh,MALE,34,SC,IND,Violin,127,0,127,0.09,0.07
12,15, THIRU-VI-KA-NAGAR (SC) ,181658,M. Kolanji,MALE,54,SC,IND,Diamond,77,0,77,0.05,0.04
13,15, THIRU-VI-KA-NAGAR (SC) ,181658,Praveen Thiyagarajan,MALE,27,SC,IND,Batsman,70,0,70,0.05,0.04
14,15, THIRU-VI-KA-NAGAR (SC) ,181658,C. Jagan Mohan,MALE,45,SC,IND,Telephone,50,1,51,0.04,0.03
16,15, THIRU-VI-KA-NAGAR (SC) ,181658,D. Sathish Kumar,MALE,41,SC,IND,Funnel,39,1,40,0.03,0.02
17,15, THIRU-VI-KA-NAGAR (SC) ,181658,S. Rajendran,MALE,52,SC,IND,Typewriter,38,2,40,0.03,0.02
18,15, THIRU-VI-KA-NAGAR (SC) ,181658,R. Murugan,MALE,50,SC,IND,Cauliflower,32,0,32,0.02,0.02
19,15, THIRU-VI-KA-NAGAR (SC) ,181658,R. Anandan,MALE,60,SC,IND,Cot,28,1,29,0.02,0.02
20,15, THIRU-VI-KA-NAGAR (SC) ,181658,G. J. Dharaniraj,MALE,31,SC,IND,Swing,27,0,27,0.02,0.01
21,15, THIRU-VI-KA-NAGAR (SC) ,181658,M. Kannadasan,MALE,38,SC,IND,Chimney,20,3,23,0.02,0.01
22,15, THIRU-VI-KA-NAGAR (SC) ,181658,Sathish,MALE,33,SC,IND,Electric pole,19,2,21,0.01,0.01
23,15, THIRU-VI-KA-NAGAR (SC) ,181658,S. Senthamizhan,MALE,35,SC,IND,Box,18,0,18,0.01,0.01
24,15, THIRU-VI-KA-NAGAR (SC) ,181658,M. Mohan,MALE,41,SC,IND,Brush,15,0,15,0.01,0.01
1,16, EGMORE (SC) ,138796,Rajmohan,MALE,39,SC,TVK,Whistle,53520,381,53901,45.02,38.83
2,16, EGMORE (SC) ,138796,Tamilan Prasanna,MALE,43,SC,DMK,Rising sun,42728,369,43097,35.99,31.05
3,16, EGMORE (SC) ,138796,Abishek. R,MALE,36,SC,ADMK,Two leaves,17976,215,18191,15.19,13.11
4,16, EGMORE (SC) ,138796,Saranya Imran,FEMALE,35,SC,NTK,Carrying,2497,25,2522,2.11,1.82
6,16, EGMORE (SC) ,138796,Dr.n. Gunasekar,MALE,36,SC,RPPRINAT,Ganna kisan,204,5,209,0.17,0.15
7,16, EGMORE (SC) ,138796,G.r. Rajendran,MALE,31,SC,NMSP,Gas cylinder,169,4,173,0.14,0.12
8,16, EGMORE (SC) ,138796,S. Vinoth Kumar,MALE,36,SC,IND,Diamond,153,2,155,0.13,0.11
9,16, EGMORE (SC) ,138796,Arun Rao. N.a,MALE,35,SC,NIDP,Spanner,152,0,152,0.13,0.11
10,16, EGMORE (SC) ,138796,D. Thirunavukkarasar,MALE,43,SC,tavk,Camera,109,2,111,0.09,0.08
12,16, EGMORE (SC) ,138796,Rajmohan,MALE,37,SC,IND,School bag,88,4,92,0.08,0.07
13,16, EGMORE (SC) ,138796,Aravindan,MALE,39,SC,IND,Matchbox,65,0,65,0.05,0.05
15,16, EGMORE (SC) ,138796,M. Nagarajan,MALE,65,SC,IND,Helmet,54,0,54,0.05,0.04
16,16, EGMORE (SC) ,138796,S. Pichamuthu,MALE,70,SC,IND,Batsman,51,0,51,0.04,0.04
17,16, EGMORE (SC) ,138796,Rajkumar,MALE,38,SC,IND,Dumbbells,44,0,44,0.04,0.03
18,16, EGMORE (SC) ,138796,R. Kumaravel,MALE,54,SC,IND,Iron,41,0,41,0.03,0.03
19,16, EGMORE (SC) ,138796,Sridhar. M,MALE,40,SC,IND,Stumps,26,0,26,0.02,0.02
1,17, ROYAPURAM ,159672,K.v. Vijay Damu,MALE,46,GENERAL,TVK,Whistle,58710,381,59091,46.4,37.01
2,17, ROYAPURAM ,159672,Dr. A. Subair Khan,MALE,49,GENERAL,DMK,Rising sun,44514,328,44842,35.21,28.08
3,17, ROYAPURAM ,159672,D. Jayakumar,MALE,65,GENERAL,ADMK,Two leaves,18170,250,18420,14.46,11.54
4,17, ROYAPURAM ,159672,A. Babu Mailan,MALE,54,GENERAL,NTK,Carrying,2918,29,2947,2.31,1.85
6,17, ROYAPURAM ,159672,M. Jayarajkumar,MALE,29,GENERAL,BSP,Elephant,219,3,222,0.17,0.14
7,17, ROYAPURAM ,159672,M Dhinakaran,MALE,48,SC,IND,Cake,216,0,216,0.17,0.14
8,17, ROYAPURAM ,159672,R. Vinothkumar,MALE,38,GENERAL,NIDP,Spanner,149,0,149,0.12,0.09
9,17, ROYAPURAM ,159672,R. Rajkumar,MALE,29,GENERAL,IND,Box,99,0,99,0.08,0.06
11,17, ROYAPURAM ,159672,M. Rajkumar,MALE,44,GENERAL,tavk,Camera,83,0,83,0.07,0.05
12,17, ROYAPURAM ,159672,D. Jayakumar,MALE,42,SC,IND,Binoculars,75,1,76,0.06,0.05
13,17, ROYAPURAM ,159672,T. Kaviyarasu,MALE,46,SC,IND,Swing,64,0,64,0.05,0.04
14,17, ROYAPURAM ,159672,A. Sathik Kumar,MALE,36,GENERAL,DNA,Ship,61,2,63,0.05,0.04
15,17, ROYAPURAM ,159672,V. Bhagath Singh,MALE,37,SC,IND,Robot,62,0,62,0.05,0.04
16,17, ROYAPURAM ,159672,T. Rajesh,MALE,42,GENERAL,IND,Gas cylinder,52,0,52,0.04,0.03
17,17, ROYAPURAM ,159672,P. Sumathi,FEMALE,53,SC,IND,Bricks,47,2,49,0.04,0.03
20,17, ROYAPURAM ,159672,A. Sasikumar,MALE,39,SC,IND,Wallet,37,0,37,0.03,0.02
21,17, ROYAPURAM ,159672,A. Nizar Ahamed,MALE,57,GENERAL,IND,Chess board,37,0,37,0.03,0.02
22,17, ROYAPURAM ,159672,K. Prasath,MALE,44,GENERAL,IND,Electric pole,36,0,36,0.03,0.02
24,17, ROYAPURAM ,159672,I Jayaprakash,MALE,39,GENERAL,IND,Diamond,34,0,34,0.03,0.02
26,17, ROYAPURAM ,159672,M. Mahalakshmi,FEMALE,61,GENERAL,IND,Green chilli,29,1,30,0.02,0.02
27,17, ROYAPURAM ,159672,C. Sridhar,MALE,43,SC,IND,Coat,27,0,27,0.02,0.02
28,17, ROYAPURAM ,159672,M. Shanmugam,MALE,29,GENERAL,IND,Matchbox,18,2,20,0.02,0.01
29,17, ROYAPURAM ,159672,S. Raju,MALE,26,GENERAL,IND,Calculator,13,0,13,0.01,0.01
1,18, HARBOUR ,120142,P K Sekarbabu,MALE,63,GENERAL,DMK,Rising sun,45073,181,45254,45.43,37.67
2,18, HARBOUR ,120142,Sinora P S Ashok,MALE,59,GENERAL,TVK,Whistle,33426,78,33504,33.63,27.89
3,18, HARBOUR ,120142,R Manohar,MALE,59,GENERAL,ADMK,Two leaves,17191,65,17256,17.32,14.36
4,18, HARBOUR ,120142,R Fouzan Shariff,MALE,27,GENERAL,NTK,Carrying,1598,9,1607,1.61,1.34
6,18, HARBOUR ,120142,Sivalingam Ashok,MALE,46,SC,IND,Plate stand,289,2,291,0.29,0.24
7,18, HARBOUR ,120142,M Suresh,MALE,45,SC,BSP,Elephant,231,1,232,0.23,0.19
8,18, HARBOUR ,120142,Sankar A,MALE,36,SC,IND,Tea filter,197,0,197,0.2,0.16
9,18, HARBOUR ,120142,Babu Singh,MALE,55,GENERAL,IND,Telephone,108,0,108,0.11,0.09
10,18, HARBOUR ,120142,Ashok Kumar,MALE,35,SC,IND,Peas,76,0,76,0.08,0.06
11,18, HARBOUR ,120142,G Visu,MALE,39,SC,IND,Gas Stove,73,0,73,0.07,0.06
12,18, HARBOUR ,120142,S Ganesh,MALE,44,GENERAL,IND,Diamond,63,2,65,0.07,0.05
13,18, HARBOUR ,120142,K E Manohar,MALE,45,GENERAL,IND,Grapes,56,0,56,0.06,0.05
14,18, HARBOUR ,120142,T Vijayaraj,MALE,29,SC,IND,Nail cutter,53,0,53,0.05,0.04
15,18, HARBOUR ,120142,P Vijayakumar,MALE,32,GENERAL,IND,Trumpet,46,0,46,0.05,0.04
16,18, HARBOUR ,120142,J M Niraimozhi,MALE,31,SC,IND,Batsman,34,0,34,0.03,0.03
17,18, HARBOUR ,120142,A Nepolian,MALE,40,SC,IND,Calculator,30,0,30,0.03,0.02
18,18, HARBOUR ,120142,J Shanmugapriyan,MALE,45,SC,IND,Bangles,28,0,28,0.03,0.02
19,18, HARBOUR ,120142,V Jagadeesan,MALE,40,GENERAL,IND,Chess board,26,0,26,0.03,0.02
21,18, HARBOUR ,120142,R Dinesh,MALE,40,SC,IND,Electric pole,20,0,20,0.02,0.02
22,18, HARBOUR ,120142,M Kalaiventhan,MALE,32,SC,IND,Lady finger,18,0,18,0.02,0.01
24,18, HARBOUR ,120142,I Vinod,MALE,40,GENERAL,IND,Ship,10,0,10,0.01,0.01
1,19, CHEPAUK-THIRUVALLIKENI ,166050,Udhayanidhi Stalin,MALE,48,GENERAL,DMK,Rising sun,62560,432,62992,44.76,37.94
2,19, CHEPAUK-THIRUVALLIKENI ,166050,Selvam. D,MALE,61,GENERAL,TVK,Whistle,55636,216,55852,39.68,33.64
3,19, CHEPAUK-THIRUVALLIKENI ,166050,Aadirajaram,MALE,67,GENERAL,ADMK,Two leaves,16368,139,16507,11.73,9.94
4,19, CHEPAUK-THIRUVALLIKENI ,166050,Aysha,FEMALE,37,GENERAL,NTK,Carrying,2959,12,2971,2.11,1.79
6,19, CHEPAUK-THIRUVALLIKENI ,166050,Mohammed Yasser,MALE,40,GENERAL,BSP,Elephant,243,1,244,0.17,0.15
9,19, CHEPAUK-THIRUVALLIKENI ,166050,Rajeshkumar. K,MALE,34,GENERAL,IND,Tea filter,154,0,154,0.11,0.09
10,19, CHEPAUK-THIRUVALLIKENI ,166050,Irfan Basha,MALE,31,GENERAL,tavk,Camera,144,1,145,0.1,0.09
12,19, CHEPAUK-THIRUVALLIKENI ,166050,Syeed Layak Bhasha,MALE,29,GENERAL,IND,Matchbox,83,0,83,0.06,0.05
14,19, CHEPAUK-THIRUVALLIKENI ,166050,Bharathkumar. G,MALE,36,GENERAL,IND,Coat,69,0,69,0.05,0.04
15,19, CHEPAUK-THIRUVALLIKENI ,166050,Mohamed Meera. A,MALE,56,GENERAL,IND,Television,68,0,68,0.05,0.04
17,19, CHEPAUK-THIRUVALLIKENI ,166050,Saamy. S.k. Dr,MALE,48,GENERAL,IND,Mike,40,0,40,0.03,0.02
18,19, CHEPAUK-THIRUVALLIKENI ,166050,Mohamed Dharik. I,MALE,34,GENERAL,IND,Helmet,38,0,38,0.03,0.02
19,19, CHEPAUK-THIRUVALLIKENI ,166050,Selvam. K,MALE,42,GENERAL,IND,Brush,37,0,37,0.03,0.02
20,19, CHEPAUK-THIRUVALLIKENI ,166050,Vijaya Kumar. B,MALE,43,GENERAL,IND,Shoe,34,0,34,0.02,0.02
21,19, CHEPAUK-THIRUVALLIKENI ,166050,Kumar. M,MALE,41,GENERAL,IND,Spanner,29,4,33,0.02,0.02
23,19, CHEPAUK-THIRUVALLIKENI ,166050,Milany. P,MALE,45,GENERAL,IND,Chess board,30,0,30,0.02,0.02
24,19, CHEPAUK-THIRUVALLIKENI ,166050,Athimulam,MALE,38,GENERAL,IND,Electric pole,30,0,30,0.02,0.02
25,19, CHEPAUK-THIRUVALLIKENI ,166050,Seenivasan. L,MALE,56,GENERAL,IND,Almirah,27,2,29,0.02,0.02
27,19, CHEPAUK-THIRUVALLIKENI ,166050,Arumugam. C,MALE,44,GENERAL,IND,Gas cylinder,25,0,25,0.02,0.02
1,20, THOUSAND LIGHTS ,157551,Prabhakar.j.c.d,MALE,73,GENERAL,TVK,Whistle,58545,420,58965,44.73,37.43
2,20, THOUSAND LIGHTS ,157551,Ezhilan Naganathan,MALE,46,GENERAL,DMK,Rising sun,43224,600,43824,33.24,27.82
3,20, THOUSAND LIGHTS ,157551,Valarmathi.b,FEMALE,68,GENERAL,ADMK,Two leaves,22971,349,23320,17.69,14.8
4,20, THOUSAND LIGHTS ,157551,Kalanchiyam.mu,MALE,58,SC,NTK,Carrying,3680,37,3717,2.82,2.36
6,20, THOUSAND LIGHTS ,157551,Valarmathi.e,FEMALE,62,GENERAL,IND,Box,233,12,245,0.19,0.16
7,20, THOUSAND LIGHTS ,157551,Mohamed Ghouse.h,MALE,43,GENERAL,tavk,Camera,200,3,203,0.15,0.13
8,20, THOUSAND LIGHTS ,157551,Sathya.a,MALE,29,GENERAL,IND,Mike,161,4,165,0.13,0.1
9,20, THOUSAND LIGHTS ,157551,Valarmathy.d,FEMALE,49,GENERAL,IND,Bat,100,2,102,0.08,0.06
10,20, THOUSAND LIGHTS ,157551,Vijay.d,MALE,43,GENERAL,IND,Belt,77,6,83,0.06,0.05
11,20, THOUSAND LIGHTS ,157551,Prabhakaran.b,MALE,38,GENERAL,IND,Gas Stove,63,1,64,0.05,0.04
12,20, THOUSAND LIGHTS ,157551,Prabhakaran.v,MALE,30,GENERAL,IND,Letter box,62,1,63,0.05,0.04
13,20, THOUSAND LIGHTS ,157551,Karthikeyan.s,MALE,33,GENERAL,IND,Cake,60,1,61,0.05,0.04
14,20, THOUSAND LIGHTS ,157551,Sundara Raju.a,MALE,71,SC,IND,Gas cylinder,48,0,48,0.04,0.03
15,20, THOUSAND LIGHTS ,157551,Shankar.v,MALE,56,GENERAL,IND,Grapes,40,2,42,0.03,0.03
16,20, THOUSAND LIGHTS ,157551,Prabhakaran.t,MALE,55,GENERAL,IND,Bread,36,0,36,0.03,0.02
17,20, THOUSAND LIGHTS ,157551,Muniyan.e,MALE,49,GENERAL,IND,Brush,26,2,28,0.02,0.02
19,20, THOUSAND LIGHTS ,157551,Pachaiyappan.e,MALE,58,GENERAL,IND,Biscuit,20,0,20,0.02,0.01
1,21, ANNA NAGAR ,188908,V.k.ramkumar,MALE,45,GENERAL,TVK,Whistle,70986,389,71375,43.7,37.78
2,21, ANNA NAGAR ,188908,N.chitrarasu,MALE,47,GENERAL,DMK,Rising sun,49367,645,50012,30.62,26.47
3,21, ANNA NAGAR ,188908,S.gokula Indira,FEMALE,59,GENERAL,ADMK,Two leaves,33923,459,34382,21.05,18.2
4,21, ANNA NAGAR ,188908,S.shankar,MALE,53,GENERAL,NTK,Carrying,4796,43,4839,2.96,2.56
6,21, ANNA NAGAR ,188908,S Vinesh Kumar,MALE,38,GENERAL,IND,Plate stand,286,3,289,0.18,0.15
8,21, ANNA NAGAR ,188908,E.v.s.rajakumar Naidu,MALE,57,GENERAL,TTNP,Bat,133,1,134,0.08,0.07
10,21, ANNA NAGAR ,188908,L Narendran,MALE,58,SC,IND,Ring,129,0,129,0.08,0.07
11,21, ANNA NAGAR ,188908,B.anand,MALE,42,GENERAL,TK,Matchbox,124,3,127,0.08,0.07
12,21, ANNA NAGAR ,188908,J Nagaraj,MALE,48,GENERAL,IND,Chappals,126,0,126,0.08,0.07
13,21, ANNA NAGAR ,188908,Mohammed Bilal Fathick,MALE,34,GENERAL,IND,Sitar,101,0,101,0.06,0.05
14,21, ANNA NAGAR ,188908,Janarthanan P,MALE,33,GENERAL,IND,Computer,71,0,71,0.04,0.04
16,21, ANNA NAGAR ,188908,G.siva Kumar,MALE,46,SC,IND,Dolli,57,1,58,0.04,0.03
17,21, ANNA NAGAR ,188908,M Harishankar,MALE,50,GENERAL,IND,Diamond,56,1,57,0.03,0.03
18,21, ANNA NAGAR ,188908,S Sathish Kumar,MALE,36,SC,IND,Gas cylinder,50,0,50,0.03,0.03
19,21, ANNA NAGAR ,188908,L Kasinathan,MALE,69,GENERAL,IND,Helmet,50,0,50,0.03,0.03
20,21, ANNA NAGAR ,188908,G Omprakash,MALE,51,SC,IND,Frying pan,39,2,41,0.03,0.02
22,21, ANNA NAGAR ,188908,Ramamoorthy E,MALE,44,GENERAL,IND,Flute,33,2,35,0.02,0.02
23,21, ANNA NAGAR ,188908,M Manoharan,MALE,52,GENERAL,IND,Stool,26,1,27,0.02,0.01
24,21, ANNA NAGAR ,188908,S Ansar Ali,MALE,54,GENERAL,IND,Jackfruit,24,3,27,0.02,0.01
25,21, ANNA NAGAR ,188908,N.p.rajha,MALE,53,GENERAL,NIDP,Spanner,23,0,23,0.01,0.01
1,22, VIRUGAMPAKKAM ,200627,Sabarinathan.r,MALE,30,GENERAL,TVK,Whistle,75801,291,76092,44.03,37.93
2,22, VIRUGAMPAKKAM ,200627,Prabhakara Raja.a.m.v,MALE,38,GENERAL,DMK,Rising sun,48482,524,49006,28.35,24.43
3,22, VIRUGAMPAKKAM ,200627,Virugai V.n.ravi,MALE,63,GENERAL,ADMK,Two leaves,38337,430,38767,22.43,19.32
4,22, VIRUGAMPAKKAM ,200627,Santhosh,MALE,37,GENERAL,NTK,Carrying,6027,29,6056,3.5,3.02
6,22, VIRUGAMPAKKAM ,200627,Jagadish.s,MALE,28,SC,RPPRINAT,Ganna kisan,458,4,462,0.27,0.23
7,22, VIRUGAMPAKKAM ,200627,Sureshbabu.t.m,MALE,64,GENERAL,TTNP,Bat,151,4,155,0.09,0.08
9,22, VIRUGAMPAKKAM ,200627,Dineshkumar.n,MALE,34,GENERAL,IND,School bag,122,0,122,0.07,0.06
10,22, VIRUGAMPAKKAM ,200627,Ravikumar,MALE,47,GENERAL,IND,Laptop,104,3,107,0.06,0.05
11,22, VIRUGAMPAKKAM ,200627,Muthuraj.t,MALE,41,GENERAL,tavk,Camera,100,1,101,0.06,0.05
12,22, VIRUGAMPAKKAM ,200627,Srinivasan.m,MALE,35,SC,IND,Mike,97,4,101,0.06,0.05
14,22, VIRUGAMPAKKAM ,200627,Chandra Sekar.k,MALE,44,GENERAL,IND,Ship,87,1,88,0.05,0.04
15,22, VIRUGAMPAKKAM ,200627,Gopinath.g,MALE,37,GENERAL,IND,Diamond,81,1,82,0.05,0.04
16,22, VIRUGAMPAKKAM ,200627,Sankar.e,MALE,54,GENERAL,IND,Box,66,0,66,0.04,0.03
17,22, VIRUGAMPAKKAM ,200627,Kumar.s,MALE,57,GENERAL,IND,Balloon,62,1,63,0.04,0.03
18,22, VIRUGAMPAKKAM ,200627,Ezhilraj.d,MALE,35,GENERAL,IND,Gas cylinder,50,2,52,0.03,0.03
20,22, VIRUGAMPAKKAM ,200627,Roy George,MALE,63,GENERAL,APTADMK,Jackfruit,42,1,43,0.02,0.02
21,22, VIRUGAMPAKKAM ,200627,Karthick.m,MALE,32,SC,IND,Electric pole,40,1,41,0.02,0.02
22,22, VIRUGAMPAKKAM ,200627,Balamurugan.p,MALE,41,GENERAL,NIDP,Spanner,40,0,40,0.02,0.02
24,22, VIRUGAMPAKKAM ,200627,Alex Pandian.k,MALE,27,GENERAL,IND,Gas Stove,30,6,36,0.02,0.02
25,22, VIRUGAMPAKKAM ,200627,Venkatesan.c,MALE,35,GENERAL,IND,Head phone,20,0,20,0.01,0.01
1,23, SAIDAPET ,204177,Arul Prakasam. M,MALE,44,GENERAL,TVK,Whistle,80738,467,81205,50.63,39.77
2,23, SAIDAPET ,204177,Subramanian. Ma,MALE,66,GENERAL,DMK,Rising sun,52010,681,52691,32.85,25.81
4,23, SAIDAPET ,204177,Srividya. G,FEMALE,46,GENERAL,NTK,Carrying,5864,54,5918,3.69,2.9
6,23, SAIDAPET ,204177,Kumaran. G.p,MALE,45,SC,BSP,Elephant,560,11,571,0.36,0.28
8,23, SAIDAPET ,204177,Yogaprakash. B,MALE,28,GENERAL,IND,Diamond,156,2,158,0.1,0.08
10,23, SAIDAPET ,204177,Soundararajan. N,MALE,35,GENERAL,NIDP,Spanner,128,4,132,0.08,0.06
12,23, SAIDAPET ,204177,Gingston. M,MALE,31,GENERAL,IND,Ship,117,2,119,0.07,0.06
13,23, SAIDAPET ,204177,Prithviraj. A,MALE,47,SC,IND,Gas cylinder,89,4,93,0.06,0.05
14,23, SAIDAPET ,204177,Prasad. N,MALE,31,GENERAL,IND,Brick,90,3,93,0.06,0.05
15,23, SAIDAPET ,204177,Anand. S,MALE,54,SC,IND,Bat,63,3,66,0.04,0.03
1,24, THIYAGARAYANAGAR ,158791,Anand N,MALE,62,GENERAL,TVK,Whistle,51390,242,51632,38.55,32.52
2,24, THIYAGARAYANAGAR ,158791,Sathiyanarayanan B,MALE,62,GENERAL,ADMK,Two leaves,38048,557,38605,28.83,24.31
3,24, THIYAGARAYANAGAR ,158791,Raja Anbazhagan,MALE,46,GENERAL,DMK,Rising sun,36609,408,37017,27.64,23.31
4,24, THIYAGARAYANAGAR ,158791,Anusha V,FEMALE,41,GENERAL,NTK,Carrying,4525,29,4554,3.4,2.87
6,24, THIYAGARAYANAGAR ,158791,Padmini Narasimhan,FEMALE,64,GENERAL,IND,Lunch box,118,6,124,0.09,0.08
8,24, THIYAGARAYANAGAR ,158791,Ravi M L,MALE,60,GENERAL,DMSK,Balloon,108,0,108,0.08,0.07
9,24, THIYAGARAYANAGAR ,158791,Mythili C,FEMALE,43,GENERAL,IND,Belt,85,1,86,0.06,0.05
10,24, THIYAGARAYANAGAR ,158791,Badri S,MALE,43,GENERAL,IND,Gas cylinder,78,1,79,0.06,0.05
11,24, THIYAGARAYANAGAR ,158791,Manikandan N,MALE,49,GENERAL,IND,Ship,79,0,79,0.06,0.05
12,24, THIYAGARAYANAGAR ,158791,Ramachandran O N,MALE,30,GENERAL,IND,Sitar,70,4,74,0.06,0.05
13,24, THIYAGARAYANAGAR ,158791,Vetrivel K,MALE,36,GENERAL,IND,Bat,68,0,68,0.05,0.04
14,24, THIYAGARAYANAGAR ,158791,Rajesh E,MALE,42,GENERAL,IND,Television,66,1,67,0.05,0.04
15,24, THIYAGARAYANAGAR ,158791,Moorthy N,MALE,44,GENERAL,IND,Road roller,63,1,64,0.05,0.04
16,24, THIYAGARAYANAGAR ,158791,Prasath D,MALE,43,GENERAL,IND,Ring,45,0,45,0.03,0.03
17,24, THIYAGARAYANAGAR ,158791,Gnanasekaran G,MALE,41,GENERAL,IND,Crane,38,6,44,0.03,0.03
18,24, THIYAGARAYANAGAR ,158791,Easan Natarajan T,MALE,42,GENERAL,IND,Camera,40,1,41,0.03,0.03
20,24, THIYAGARAYANAGAR ,158791,Ramkumar L,MALE,36,GENERAL,IND,racket &,31,0,31,0.02,0.02
21,24, THIYAGARAYANAGAR ,158791,Sathish Kumar B,MALE,42,GENERAL,IND,Helmet,26,5,31,0.02,0.02
